Season,Slot,StrongSeed,WeakSeed,StrongTeamName,WeakTeamName,StrongTeamSeed,WeakTeamSeed,StrongID,WeakID
1990,R1Y4,Y04,Y13,Georgia Tech,ETSU,Y04,Y13,1210,1190
1990,R1Y5,Y05,Y12,LSU,Villanova,Y05,Y12,1261,1437
1990,R1Y6,Y06,Y11,Minnesota,UTEP,Y06,Y11,1278,1431
1990,R1Y7,Y07,Y10,Virginia,Notre Dame,Y07,Y10,1438,1323
1990,R1Y8,Y08,Y09,Houston,UC Santa Barbara,Y08,Y09,1222,1364
1990,R1Z1,Z01,Z16,UNLV,Ark Little Rock,Z01,Z16,1424,1114
1990,R1Z2,Z02,Z15,Arizona,South Florida,Z02,Z15,1112,1378
1990,R1Z3,Z03,Z14,Michigan,Illinois St.,Z03,Z14,1276,1229
1990,R1Z4,Z04,Z13,Louisville,Idaho,Z04,Z13,1257,1225
1990,R1Z5,Z05,Z12,Oregon St.,Ball St.,Z05,Z12,1333,1123
1990,R1Z6,Z06,Z11,New Mexico St.,Loy Marymount,Z06,Z11,1308,1258
1990,R1Z7,Z07,Z10,Alabama,Colorado St.,Z07,Z10,1104,1161
1990,R1Z8,Z08,Z09,Ohio St.,Providence,Z08,Z09,1326,1344
1990,R2W1,R1W1,R1W8,Connecticut,California,W01,W09,1163,1143
1990,R2W2,R1W2,R1W7,Kansas,UCLA,W02,W07,1242,1417
1990,R2W3,R1W3,R1W6,Duke,St. John's,W03,W06,1181,1385
1990,R2W4,R1W4,R1W5,La Salle,Clemson,W04,W05,1247,1155
1990,R2X1,R1X1,R1X8,Oklahoma,North Carolina,X01,X08,1328,1314
1990,R2X2,R1X2,R1X7,Purdue,Texas,X02,X10,1345,1400
1990,R2X3,R1X3,R1X6,Georgetown,Xavier,X03,X06,1207,1462
1990,R2X4,R1X4,R1X5,Arkansas,Dayton,X04,X12,1116,1173
1990,R2Y1,R1Y1,R1Y8,Michigan St.,UC Santa Barbara,Y01,Y09,1277,1364
1990,R2Y2,R1Y2,R1Y7,Syracuse,Virginia,Y02,Y07,1393,1438
1990,R2Y3,R1Y3,R1Y6,Minnesota,Northern Iowa,Y06,Y14,1278,1320
1990,R2Y4,R1Y4,R1Y5,Georgia Tech,LSU,Y04,Y05,1210,1261
1990,R2Z1,R1Z1,R1Z8,UNLV,Ohio St.,Z01,Z08,1424,1326
1990,R2Z2,R1Z2,R1Z7,Arizona,Alabama,Z02,Z07,1112,1104
1990,R2Z3,R1Z3,R1Z6,Michigan,Loy Marymount,Z03,Z11,1276,1258
1990,R2Z4,R1Z4,R1Z5,Louisville,Ball St.,Z04,Z12,1257,1123
1990,R3W1,R2W1,R2W4,Connecticut,Clemson,W01,W05,1163,1155
1990,R3W2,R2W2,R2W3,Duke,UCLA,W03,W07,1181,1417
1990,R3X1,R2X1,R2X4,Arkansas,North Carolina,X04,X08,1116,1314
1990,R3X2,R2X2,R2X3,Xavier,Texas,X06,X10,1462,1400
1990,R3Y1,R2Y1,R2Y4,Michigan St.,Georgia Tech,Y01,Y04,1277,1210
1990,R3Y2,R2Y2,R2Y3,Syracuse,Minnesota,Y02,Y06,1393,1278
1990,R3Z1,R2Z1,R2Z4,UNLV,Ball St.,Z01,Z12,1424,1123
1990,R3Z2,R2Z2,R2Z3,Alabama,Loy Marymount,Z07,Z11,1104,1258
1990,R4W1,R3W1,R3W2,Connecticut,Duke,W01,W03,1163,1181
1990,R4X1,R3X1,R3X2,Arkansas,Texas,X04,X10,1116,1400
1990,R4Y1,R3Y1,R3Y2,Georgia Tech,Minnesota,Y04,Y06,1210,1278
1990,R4Z1,R3Z1,R3Z2,UNLV,Loy Marymount,Z01,Z11,1424,1258
1990,R5WX,R4W1,R4X1,Duke,Arkansas,W03,X04,1181,1116
1990,R5YZ,R4Y1,R4Z1,UNLV,Georgia Tech,Z01,Y04,1424,1210
1990,R6CH,R5WX,R5YZ,UNLV,Duke,Z01,W03,1424,1181
1991,R1W1,W01,W16,North Carolina,Northeastern,W01,W16,1314,1318
1991,R1W2,W02,W15,Syracuse,Richmond,W02,W15,1393,1350
1991,R1W3,W03,W14,Oklahoma St.,New Mexico,W03,W14,1329,1307
1991,R1W4,W04,W13,UCLA,Penn St.,W04,W13,1417,1336
1991,R1W5,W05,W12,Mississippi St.,E Michigan,W05,W12,1280,1185
1991,R1W6,W06,W11,NC State,Southern Miss,W06,W11,1301,1379
1991,R1W7,W07,W10,Purdue,Temple,W07,W10,1345,1396
1991,R1W8,W08,W09,Princeton,Villanova,W08,W09,1343,1437
1991,R1X1,X01,X16,Arkansas,Georgia St.,X01,X16,1116,1209
1991,R1X2,X02,X15,Indiana,Coastal Car,X02,X15,1231,1157
1991,R1X3,X03,X14,Kansas,New Orleans,X03,X14,1242,1309
1991,R1X4,X04,X13,Alabama,Murray St.,X04,X13,1104,1293
1991,R1X5,X05,X12,Wake Forest,Louisiana Tech,X05,X12,1448,1256
1991,R1X6,X06,X11,Pittsburgh,Georgia,X06,X11,1338,1208
1991,R1X7,X07,X10,Florida St.,USC,X07,X10,1199,1425
1991,R1X8,X08,X09,Arizona St.,Rutgers,X08,X09,1113,1353
1991,R1Y1,Y01,Y16,Ohio St.,Towson,Y01,Y16,1326,1406
1991,R1Y2,Y02,Y15,Duke,ULM,Y02,Y15,1181,1419
1991,R1Y3,Y03,Y14,Nebraska,Xavier,Y03,Y14,1304,1462
1991,R1Y4,Y04,Y13,St. John's,N Illinois,Y04,Y13,1385,1296
1991,R1Y5,Y05,Y12,Texas,Saint Peter's,Y05,Y12,1400,1389
1991,R1Y6,Y06,Y11,LSU,Connecticut,Y06,Y11,1261,1163
1991,R1Y7,Y07,Y10,Iowa,ETSU,Y07,Y10,1234,1190
1991,R1Y8,Y08,Y09,Georgia Tech,DePaul,Y08,Y09,1210,1177
1991,R1Z1,Z01,Z16,UNLV,Montana,Z01,Z16,1424,1285
1991,R1Z2,Z02,Z15,Arizona,Saint Francis PA,Z02,Z15,1112,1384
1991,R1Z3,Z03,Z14,Seton Hall,Pepperdine,Z03,Z14,1371,1337
1991,R1Z4,Z04,Z13,Utah,South Alabama,Z04,Z13,1428,1375
1991,R1Z5,Z05,Z12,Michigan St.,WI Green Bay,Z05,Z12,1277,1453
1991,R1Z6,Z06,Z11,New Mexico St.,Creighton,Z06,Z11,1308,1166
1991,R1Z7,Z07,Z10,Virginia,BYU,Z07,Z10,1438,1140
1991,R1Z8,Z08,Z09,Georgetown,Vanderbilt,Z08,Z09,1207,1435
1991,R2W1,R1W1,R1W8,North Carolina,Villanova,W01,W09,1314,1437
1991,R2W2,R1W2,R1W7,Temple,Richmond,W10,W15,1396,1350
1991,R2W3,R1W3,R1W6,Oklahoma St.,NC State,W03,W06,1329,1301
1991,R2W4,R1W4,R1W5,E Michigan,Penn St.,W12,W13,1185,1336
1991,R2X1,R1X1,R1X8,Arkansas,Arizona St.,X01,X08,1116,1113
1991,R2X2,R1X2,R1X7,Indiana,Florida St.,X02,X07,1231,1199
1991,R2X3,R1X3,R1X6,Kansas,Pittsburgh,X03,X06,1242,1338
1991,R2X4,R1X4,R1X5,Alabama,Wake Forest,X04,X05,1104,1448
1991,R2Y1,R1Y1,R1Y8,Ohio St.,Georgia Tech,Y01,Y08,1326,1210
1991,R2Y2,R1Y2,R1Y7,Duke,Iowa,Y02,Y07,1181,1234
1991,R2Y3,R1Y3,R1Y6,Connecticut,Xavier,Y11,Y14,1163,1462
1991,R2Y4,R1Y4,R1Y5,St. John's,Texas,Y04,Y05,1385,1400
1991,R2Z1,R1Z1,R1Z8,UNLV,Georgetown,Z01,Z08,1424,1207
1991,R2Z2,R1Z2,R1Z7,Arizona,BYU,Z02,Z10,1112,1140
1991,R2Z3,R1Z3,R1Z6,Seton Hall,Creighton,Z03,Z11,1371,1166
1991,R2Z4,R1Z4,R1Z5,Utah,Michigan St.,Z04,Z05,1428,1277
1991,R3W1,R2W1,R2W4,North Carolina,E Michigan,W01,W12,1314,1185
1991,R3W2,R2W2,R2W3,Oklahoma St.,Temple,W03,W10,1329,1396
1991,R3X1,R2X1,R2X4,Arkansas,Alabama,X01,X04,1116,1104
1991,R3X2,R2X2,R2X3,Indiana,Kansas,X02,X03,1231,1242
1991,R3Y1,R2Y1,R2Y4,Ohio St.,St. John's,Y01,Y04,1326,1385
1991,R3Y2,R2Y2,R2Y3,Duke,Connecticut,Y02,Y11,1181,1163
1991,R3Z1,R2Z1,R2Z4,UNLV,Utah,Z01,Z04,1424,1428
1991,R3Z2,R2Z2,R2Z3,Arizona,Seton Hall,Z02,Z03,1112,1371
1991,R4W1,R3W1,R3W2,North Carolina,Temple,W01,W10,1314,1396
1991,R4X1,R3X1,R3X2,Arkansas,Kansas,X01,X03,1116,1242
1991,R4Y1,R3Y1,R3Y2,Duke,St. John's,Y02,Y04,1181,1385
1991,R4Z1,R3Z1,R3Z2,UNLV,Seton Hall,Z01,Z03,1424,1371
1991,R5WX,R4W1,R4X1,North Carolina,Kansas,W01,X03,1314,1242
1991,R5YZ,R4Y1,R4Z1,UNLV,Duke,Z01,Y02,1424,1181
1991,R6CH,R5WX,R5YZ,Duke,Kansas,Y02,X03,1181,1242
1992,R1W1,W01,W16,Duke,Campbell,W01,W16,1181,1144
1992,R1W2,W02,W15,Kentucky,Old Dominion,W02,W15,1246,1330
1992,R1W3,W03,W14,Massachusetts,Fordham,W03,W14,1269,1200
1992,R1W4,W04,W13,Seton Hall,La Salle,W04,W13,1371,1247
1992,R1W5,W05,W12,Missouri,West Virginia,W05,W12,1281,1452
1992,R1W6,W06,W11,Syracuse,Princeton,W06,W11,1393,1343
1992,R1W7,W07,W10,Charlotte,Iowa St.,W07,W10,1150,1235
1992,R1W8,W08,W09,Texas,Iowa,W08,W09,1400,1234
1992,R1X1,X01,X16,UCLA,Robert Morris,X01,X16,1417,1352
1992,R1X2,X02,X15,Indiana,E Illinois,X02,X15,1231,1183
1992,R1X3,X03,X14,Florida St.,Montana,X03,X14,1199,1285
1992,R1X4,X04,X13,Oklahoma,Louisiana,X04,X13,1328,1418
1992,R1X5,X05,X12,DePaul,New Mexico St.,X05,X12,1177,1308
1992,R1X6,X06,X11,Georgetown,South Florida,X06,X11,1207,1378
1992,R1X7,X07,X10,LSU,BYU,X07,X10,1261,1140
1992,R1X8,X08,X09,Louisville,Wake Forest,X08,X09,1257,1448
1992,R1Y1,Y01,Y16,Kansas,Howard,Y01,Y16,1242,1224
1992,R1Y2,Y02,Y15,USC,ULM,Y02,Y15,1425,1419
1992,R1Y3,Y03,Y14,Arkansas,Murray St.,Y03,Y14,1116,1293
1992,R1Y4,Y04,Y13,Cincinnati,Delaware,Y04,Y13,1153,1174
1992,R1Y5,Y05,Y12,Michigan St.,Missouri St.,Y05,Y12,1277,1283
1992,R1Y6,Y06,Y11,Memphis,Pepperdine,Y06,Y11,1272,1337
1992,R1Y7,Y07,Y10,Georgia Tech,Houston,Y07,Y10,1210,1222
1992,R1Y8,Y08,Y09,Evansville,UTEP,Y08,Y09,1191,1431
1992,R1Z1,Z01,Z16,Ohio St.,MS Valley St.,Z01,Z16,1326,1290
1992,R1Z2,Z02,Z15,Oklahoma St.,Ga Southern,Z02,Z15,1329,1204
1992,R1Z3,Z03,Z14,Arizona,ETSU,Z03,Z14,1112,1190
1992,R1Z4,Z04,Z13,North Carolina,Miami OH,Z04,Z13,1314,1275
1992,R1Z5,Z05,Z12,Alabama,Stanford,Z05,Z12,1104,1390
1992,R1Z6,Z06,Z11,Michigan,Temple,Z06,Z11,1276,1396
1992,R1Z7,Z07,Z10,St. John's,Tulane,Z07,Z10,1385,1408
1992,R1Z8,Z08,Z09,Nebraska,Connecticut,Z08,Z09,1304,1163
1992,R2W1,R1W1,R1W8,Duke,Iowa,W01,W09,1181,1234
1992,R2W2,R1W2,R1W7,Kentucky,Iowa St.,W02,W10,1246,1235
1992,R2W3,R1W3,R1W6,Massachusetts,Syracuse,W03,W06,1269,1393
1992,R2W4,R1W4,R1W5,Seton Hall,Missouri,W04,W05,1371,1281
1992,R2X1,R1X1,R1X8,UCLA,Louisville,X01,X08,1417,1257
1992,R2X2,R1X2,R1X7,Indiana,LSU,X02,X07,1231,1261
1992,R2X3,R1X3,R1X6,Florida St.,Georgetown,X03,X06,1199,1207
1992,R2X4,R1X4,R1X5,New Mexico St.,Louisiana,X12,X13,1308,1418
1992,R2Y1,R1Y1,R1Y8,Kansas,UTEP,Y01,Y09,1242,1431
1992,R2Y2,R1Y2,R1Y7,USC,Georgia Tech,Y02,Y07,1425,1210
1992,R2Y3,R1Y3,R1Y6,Arkansas,Memphis,Y03,Y06,1116,1272
1992,R2Y4,R1Y4,R1Y5,Cincinnati,Michigan St.,Y04,Y05,1153,1277
1992,R2Z1,R1Z1,R1Z8,Ohio St.,Connecticut,Z01,Z09,1326,1163
1992,R2Z2,R1Z2,R1Z7,Oklahoma St.,Tulane,Z02,Z10,1329,1408
1992,R2Z3,R1Z3,R1Z6,Michigan,ETSU,Z06,Z14,1276,1190
1992,R2Z4,R1Z4,R1Z5,North Carolina,Alabama,Z04,Z05,1314,1104
1992,R3W1,R2W1,R2W4,Duke,Seton Hall,W01,W04,1181,1371
1992,R3W2,R2W2,R2W3,Kentucky,Massachusetts,W02,W03,1246,1269
1992,R3X1,R2X1,R2X4,UCLA,New Mexico St.,X01,X12,1417,1308
1992,R3X2,R2X2,R2X3,Indiana,Florida St.,X02,X03,1231,1199
1992,R3Y1,R2Y1,R2Y4,Cincinnati,UTEP,Y04,Y09,1153,1431
1992,R3Y2,R2Y2,R2Y3,Memphis,Georgia Tech,Y06,Y07,1272,1210
1992,R3Z1,R2Z1,R2Z4,Ohio St.,North Carolina,Z01,Z04,1326,1314
1992,R3Z2,R2Z2,R2Z3,Oklahoma St.,Michigan,Z02,Z06,1329,1276
1992,R4W1,R3W1,R3W2,Duke,Kentucky,W01,W02,1181,1246
1992,R4X1,R3X1,R3X2,UCLA,Indiana,X01,X02,1417,1231
1992,R4Y1,R3Y1,R3Y2,Cincinnati,Memphis,Y04,Y06,1153,1272
1992,R4Z1,R3Z1,R3Z2,Ohio St.,Michigan,Z01,Z06,1326,1276
1992,R5WX,R4W1,R4X1,Duke,Indiana,W01,X02,1181,1231
1992,R5YZ,R4Y1,R4Z1,Cincinnati,Michigan,Y04,Z06,1153,1276
1992,R6CH,R5WX,R5YZ,Duke,Michigan,W01,Z06,1181,1276
1993,R1W1,W01,W16,North Carolina,East Carolina,W01,W16,1314,1187
1993,R1W2,W02,W15,Cincinnati,Coppin St.,W02,W15,1153,1164
1993,R1W3,W03,W14,Massachusetts,Penn,W03,W14,1269,1335
1993,R1W4,W04,W13,Arkansas,Holy Cross,W04,W13,1116,1221
1993,R1W5,W05,W12,St. John's,Texas Tech,W05,W12,1385,1403
1993,R1W6,W06,W11,Virginia,Manhattan,W06,W11,1438,1264
1993,R1W7,W07,W10,New Mexico St.,Nebraska,W07,W10,1308,1304
1993,R1W8,W08,W09,Rhode Island,Purdue,W08,W09,1348,1345
1993,R1X1,X01,X16,Indiana,Wright St.,X01,X16,1231,1460
1993,R1X2,X02,X15,Kansas,Ball St.,X02,X15,1242,1123
1993,R1X3,X03,X14,Duke,S Illinois,X03,X14,1181,1356
1993,R1X4,X04,X13,Louisville,Delaware,X04,X13,1257,1174
1993,R1X5,X05,X12,Oklahoma St.,Marquette,X05,X12,1329,1266
1993,R1X6,X06,X11,California,LSU,X06,X11,1143,1261
1993,R1X7,X07,X10,BYU,SMU,X07,X10,1140,1374
1993,R1X8,X08,X09,New Orleans,Xavier,X08,X09,1309,1462
1993,R1Y1,Y01,Y16,Kentucky,Rider,Y01,Y16,1246,1351
1993,R1Y2,Y02,Y15,Seton Hall,Tennessee St.,Y02,Y15,1371,1398
1993,R1Y3,Y03,Y14,Florida St.,Evansville,Y03,Y14,1199,1191
1993,R1Y4,Y04,Y13,Iowa,ULM,Y04,Y13,1234,1419
1993,R1Y5,Y05,Y12,Wake Forest,Chattanooga,Y05,Y12,1448,1151
1993,R1Y6,Y06,Y11,Kansas St.,Tulane,Y06,Y11,1243,1408
1993,R1Y7,Y07,Y10,WKU,Memphis,Y07,Y10,1443,1272
1993,R1Y8,Y08,Y09,Utah,Pittsburgh,Y08,Y09,1428,1338
1993,R1Z1,Z01,Z16,Michigan,Coastal Car,Z01,Z16,1276,1157
1993,R1Z2,Z02,Z15,Arizona,Santa Clara,Z02,Z15,1112,1365
1993,R1Z3,Z03,Z14,Vanderbilt,Boise St.,Z03,Z14,1435,1129
1993,R1Z4,Z04,Z13,Georgia Tech,Southern Univ,Z04,Z13,1210,1380
1993,R1Z5,Z05,Z12,New Mexico,G Washington,Z05,Z12,1307,1203
1993,R1Z6,Z06,Z11,Illinois,Long Beach St.,Z06,Z11,1228,1253
1993,R1Z7,Z07,Z10,Temple,Missouri,Z07,Z10,1396,1281
1993,R1Z8,Z08,Z09,Iowa St.,UCLA,Z08,Z09,1235,1417
1993,R2W1,R1W1,R1W8,North Carolina,Rhode Island,W01,W08,1314,1348
1993,R2W2,R1W2,R1W7,Cincinnati,New Mexico St.,W02,W07,1153,1308
1993,R2W3,R1W3,R1W6,Massachusetts,Virginia,W03,W06,1269,1438
1993,R2W4,R1W4,R1W5,Arkansas,St. John's,W04,W05,1116,1385
1993,R2X1,R1X1,R1X8,Indiana,Xavier,X01,X09,1231,1462
1993,R2X2,R1X2,R1X7,Kansas,BYU,X02,X07,1242,1140
1993,R2X3,R1X3,R1X6,Duke,California,X03,X06,1181,1143
1993,R2X4,R1X4,R1X5,Louisville,Oklahoma St.,X04,X05,1257,1329
1993,R2Y1,R1Y1,R1Y8,Kentucky,Utah,Y01,Y08,1246,1428
1993,R2Y2,R1Y2,R1Y7,Seton Hall,WKU,Y02,Y07,1371,1443
1993,R2Y3,R1Y3,R1Y6,Florida St.,Tulane,Y03,Y11,1199,1408
1993,R2Y4,R1Y4,R1Y5,Iowa,Wake Forest,Y04,Y05,1234,1448
1993,R2Z1,R1Z1,R1Z8,Michigan,UCLA,Z01,Z09,1276,1417
1993,R2Z2,R1Z2,R1Z7,Temple,Santa Clara,Z07,Z15,1396,1365
1993,R2Z3,R1Z3,R1Z6,Vanderbilt,Illinois,Z03,Z06,1435,1228
1993,R2Z4,R1Z4,R1Z5,G Washington,Southern Univ,Z12,Z13,1203,1380
1993,R3W1,R2W1,R2W4,North Carolina,Arkansas,W01,W04,1314,1116
1993,R3W2,R2W2,R2W3,Cincinnati,Virginia,W02,W06,1153,1438
1993,R3X1,R2X1,R2X4,Indiana,Louisville,X01,X04,1231,1257
1993,R3X2,R2X2,R2X3,Kansas,California,X02,X06,1242,1143
1993,R3Y1,R2Y1,R2Y4,Kentucky,Wake Forest,Y01,Y05,1246,1448
1993,R3Y2,R2Y2,R2Y3,Florida St.,WKU,Y03,Y07,1199,1443
1993,R3Z1,R2Z1,R2Z4,Michigan,G Washington,Z01,Z12,1276,1203
1993,R3Z2,R2Z2,R2Z3,Vanderbilt,Temple,Z03,Z07,1435,1396
1993,R4W1,R3W1,R3W2,North Carolina,Cincinnati,W01,W02,1314,1153
1993,R4X1,R3X1,R3X2,Indiana,Kansas,X01,X02,1231,1242
1993,R4Y1,R3Y1,R3Y2,Kentucky,Florida St.,Y01,Y03,1246,1199
1993,R4Z1,R3Z1,R3Z2,Michigan,Temple,Z01,Z07,1276,1396
1993,R5WX,R4W1,R4X1,North Carolina,Kansas,W01,X02,1314,1242
1993,R5YZ,R4Y1,R4Z1,Kentucky,Michigan,Y01,Z01,1246,1276
1993,R6CH,R5WX,R5YZ,North Carolina,Michigan,W01,Z01,1314,1276
1994,R1W1,W01,W16,North Carolina,Liberty,W01,W16,1314,1251
1994,R1W2,W02,W15,Connecticut,Rider,W02,W15,1163,1351
1994,R1W3,W03,W14,Florida,James Madison,W03,W14,1196,1241
1994,R1W4,W04,W13,Temple,Drexel,W04,W13,1396,1180
1994,R1W5,W05,W12,Indiana,Ohio,W05,W12,1231,1325
1994,R1W6,W06,W11,Nebraska,Penn,W06,W11,1304,1335
1994,R1W7,W07,W10,UAB,G Washington,W07,W10,1412,1203
1994,R1W8,W08,W09,Washington St.,Boston College,W08,W09,1450,1130
1994,R1X1,X01,X16,Purdue,UCF,X01,X16,1345,1416
1994,R1X2,X02,X15,Duke,TX Southern,X02,X15,1181,1411
1994,R1X3,X03,X14,Kentucky,Tennessee St.,X03,X14,1246,1398
1994,R1X4,X04,X13,Kansas,Chattanooga,X04,X13,1242,1151
1994,R1X5,X05,X12,Wake Forest,Col Charleston,X05,X12,1448,1158
1994,R1X6,X06,X11,Marquette,Louisiana,X06,X11,1266,1418
1994,R1X7,X07,X10,Michigan St.,Seton Hall,X07,X10,1277,1371
1994,R1X8,X08,X09,Providence,Alabama,X08,X09,1344,1104
1994,R1Y1,Y01,Y16,Arkansas,NC A&T,Y01,Y16,1116,1299
1994,R1Y2,Y02,Y15,Massachusetts,Texas St.,Y02,Y15,1269,1402
1994,R1Y3,Y03,Y14,Michigan,Pepperdine,Y03,Y14,1276,1337
1994,R1Y4,Y04,Y13,Oklahoma St.,New Mexico St.,Y04,Y13,1329,1308
1994,R1Y5,Y05,Y12,UCLA,Tulsa,Y05,Y12,1417,1409
1994,R1Y6,Y06,Y11,Texas,WKU,Y06,Y11,1400,1443
1994,R1Y7,Y07,Y10,Saint Louis,Maryland,Y07,Y10,1387,1268
1994,R1Y8,Y08,Y09,Illinois,Georgetown,Y08,Y09,1228,1207
1994,R1Z1,Z01,Z16,Missouri,Navy,Z01,Z16,1281,1298
1994,R1Z2,Z02,Z15,Arizona,Loyola MD,Z02,Z15,1112,1259
1994,R1Z3,Z03,Z14,Louisville,Boise St.,Z03,Z14,1257,1129
1994,R1Z4,Z04,Z13,Syracuse,Hawaii,Z04,Z13,1393,1218
1994,R1Z5,Z05,Z12,California,WI Green Bay,Z05,Z12,1143,1453
1994,R1Z6,Z06,Z11,Minnesota,S Illinois,Z06,Z11,1278,1356
1994,R1Z7,Z07,Z10,Virginia,New Mexico,Z07,Z10,1438,1307
1994,R1Z8,Z08,Z09,Cincinnati,Wisconsin,Z08,Z09,1153,1458
1994,R2W1,R1W1,R1W8,North Carolina,Boston College,W01,W09,1314,1130
1994,R2W2,R1W2,R1W7,Connecticut,G Washington,W02,W10,1163,1203
1994,R2W3,R1W3,R1W6,Florida,Penn,W03,W11,1196,1335
1994,R2W4,R1W4,R1W5,Temple,Indiana,W04,W05,1396,1231
1994,R2X1,R1X1,R1X8,Purdue,Alabama,X01,X09,1345,1104
1994,R2X2,R1X2,R1X7,Duke,Michigan St.,X02,X07,1181,1277
1994,R2X3,R1X3,R1X6,Kentucky,Marquette,X03,X06,1246,1266
1994,R2X4,R1X4,R1X5,Kansas,Wake Forest,X04,X05,1242,1448
1994,R2Y1,R1Y1,R1Y8,Arkansas,Georgetown,Y01,Y09,1116,1207
1994,R2Y2,R1Y2,R1Y7,Massachusetts,Maryland,Y02,Y10,1269,1268
1994,R2Y3,R1Y3,R1Y6,Michigan,Texas,Y03,Y06,1276,1400
1994,R2Y4,R1Y4,R1Y5,Oklahoma St.,Tulsa,Y04,Y12,1329,1409
1994,R2Z1,R1Z1,R1Z8,Missouri,Wisconsin,Z01,Z09,1281,1458
1994,R2Z2,R1Z2,R1Z7,Arizona,Virginia,Z02,Z07,1112,1438
1994,R2Z3,R1Z3,R1Z6,Louisville,Minnesota,Z03,Z06,1257,1278
1994,R2Z4,R1Z4,R1Z5,Syracuse,WI Green Bay,Z04,Z12,1393,1453
1994,R3W1,R2W1,R2W4,Indiana,Boston College,W05,W09,1231,1130
1994,R3W2,R2W2,R2W3,Connecticut,Florida,W02,W03,1163,1196
1994,R3X1,R2X1,R2X4,Purdue,Kansas,X01,X04,1345,1242
1994,R3X2,R2X2,R2X3,Duke,Marquette,X02,X06,1181,1266
1994,R3Y1,R2Y1,R2Y4,Arkansas,Tulsa,Y01,Y12,1116,1409
1994,R3Y2,R2Y2,R2Y3,Michigan,Maryland,Y03,Y10,1276,1268
1994,R3Z1,R2Z1,R2Z4,Missouri,Syracuse,Z01,Z04,1281,1393
1994,R3Z2,R2Z2,R2Z3,Arizona,Louisville,Z02,Z03,1112,1257
1994,R4W1,R3W1,R3W2,Florida,Boston College,W03,W09,1196,1130
1994,R4X1,R3X1,R3X2,Purdue,Duke,X01,X02,1345,1181
1994,R4Y1,R3Y1,R3Y2,Arkansas,Michigan,Y01,Y03,1116,1276
1994,R4Z1,R3Z1,R3Z2,Missouri,Arizona,Z01,Z02,1281,1112
1994,R5WX,R4W1,R4X1,Duke,Florida,X02,W03,1181,1196
1994,R5YZ,R4Y1,R4Z1,Arkansas,Arizona,Y01,Z02,1116,1112
1994,R6CH,R5WX,R5YZ,Arkansas,Duke,Y01,X02,1116,1181
1995,R1W1,W01,W16,Wake Forest,NC A&T,W01,W16,1448,1299
1995,R1W2,W02,W15,Massachusetts,Saint Peter's,W02,W15,1269,1389
1995,R1W3,W03,W14,Villanova,Old Dominion,W03,W14,1437,1330
1995,R1W4,W04,W13,Oklahoma St.,Drexel,W04,W13,1329,1180
1995,R1W5,W05,W12,Alabama,Penn,W05,W12,1104,1335
1995,R1W6,W06,W11,Tulsa,Illinois,W06,W11,1409,1228
1995,R1W7,W07,W10,Charlotte,Stanford,W07,W10,1150,1390
1995,R1W8,W08,W09,Minnesota,Saint Louis,W08,W09,1278,1387
1995,R1X1,X01,X16,UCLA,Florida Intl,X01,X16,1417,1198
1995,R1X2,X02,X15,Connecticut,Chattanooga,X02,X15,1163,1151
1995,R1X3,X03,X14,Maryland,Gonzaga,X03,X14,1268,1211
1995,R1X4,X04,X13,Utah,Long Beach St.,X04,X13,1428,1253
1995,R1X5,X05,X12,Mississippi St.,Santa Clara,X05,X12,1280,1365
1995,R1X6,X06,X11,Oregon,Texas,X06,X11,1332,1400
1995,R1X7,X07,X10,Cincinnati,Temple,X07,X10,1153,1396
1995,R1X8,X08,X09,Missouri,Indiana,X08,X09,1281,1231
1995,R1Y1,Y01,Y16,Kansas,Colgate,Y01,Y16,1242,1159
1995,R1Y2,Y02,Y15,Arkansas,TX Southern,Y02,Y15,1116,1411
1995,R1Y3,Y03,Y14,Purdue,WI Green Bay,Y03,Y14,1345,1453
1995,R1Y4,Y04,Y13,Virginia,Nicholls St.,Y04,Y13,1438,1311
1995,R1Y5,Y05,Y12,Arizona,Miami OH,Y05,Y12,1112,1275
1995,R1Y6,Y06,Y11,Memphis,Louisville,Y06,Y11,1272,1257
1995,R1Y7,Y07,Y10,Syracuse,S Illinois,Y07,Y10,1393,1356
1995,R1Y8,Y08,Y09,WKU,Michigan,Y08,Y09,1443,1276
1995,R1Z1,Z01,Z16,Kentucky,Mt St. Mary's,Z01,Z16,1246,1291
1995,R1Z2,Z02,Z15,North Carolina,Murray St.,Z02,Z15,1314,1293
1995,R1Z3,Z03,Z14,Michigan St.,Weber St.,Z03,Z14,1277,1451
1995,R1Z4,Z04,Z13,Oklahoma,Manhattan,Z04,Z13,1328,1264
1995,R1Z5,Z05,Z12,Arizona St.,Ball St.,Z05,Z12,1113,1123
1995,R1Z6,Z06,Z11,Georgetown,Xavier,Z06,Z11,1207,1462
1995,R1Z7,Z07,Z10,Iowa St.,Florida,Z07,Z10,1235,1196
1995,R1Z8,Z08,Z09,BYU,Tulane,Z08,Z09,1140,1408
1995,R2W1,R1W1,R1W8,Wake Forest,Saint Louis,W01,W09,1448,1387
1995,R2W2,R1W2,R1W7,Massachusetts,Stanford,W02,W10,1269,1390
1995,R2W3,R1W3,R1W6,Tulsa,Old Dominion,W06,W14,1409,1330
1995,R2W4,R1W4,R1W5,Oklahoma St.,Alabama,W04,W05,1329,1104
