Season,ConfAbbrev,ConfName,DayNum,WName,WTeamID,LName,LTeamID
2008,horizon,Horizon League,124,Butler,1139,IL Chicago,1227
2008,horizon,Horizon League,124,Cleveland St.,1156,Valparaiso,1434
2008,horizon,Horizon League,127,Butler,1139,Cleveland St.,1156
2008,maac,Metro Atlantic Athletic Conference,123,Canisius,1145,Iona,1233
2008,maac,Metro Atlantic Athletic Conference,123,Manhattan,1264,Saint Peter's,1389
2008,maac,Metro Atlantic Athletic Conference,124,Loyola MD,1259,Fairfield,1193
2008,maac,Metro Atlantic Athletic Conference,124,Marist,1265,Niagara,1310
2008,maac,Metro Atlantic Athletic Conference,124,Rider,1351,Canisius,1145
2008,maac,Metro Atlantic Athletic Conference,124,Siena,1373,Manhattan,1264
2008,maac,Metro Atlantic Athletic Conference,125,Rider,1351,Marist,1265
2008,maac,Metro Atlantic Athletic Conference,125,Siena,1373,Loyola MD,1259
2008,maac,Metro Atlantic Athletic Conference,126,Siena,1373,Rider,1351
2008,mac,Mid-American Conference,128,C Michigan,1141,N Illinois,1296
2008,mac,Mid-American Conference,128,E Michigan,1185,Ball St.,1123
2008,mac,Mid-American Conference,128,Miami OH,1275,Buffalo,1138
2008,mac,Mid-American Conference,128,Toledo,1405,Bowling Green,1132
2008,mac,Mid-American Conference,129,Akron,1103,C Michigan,1141
2008,mac,Mid-American Conference,129,Kent,1245,Toledo,1405
2008,mac,Mid-American Conference,129,Miami OH,1275,Ohio,1325
2008,mac,Mid-American Conference,129,W Michigan,1444,E Michigan,1185
2008,mac,Mid-American Conference,130,Akron,1103,W Michigan,1444
2008,mac,Mid-American Conference,130,Kent,1245,Miami OH,1275
2008,mac,Mid-American Conference,131,Kent,1245,Akron,1103
2008,meac,Mid-Eastern Athletic Conference,127,Coppin St.,1164,Howard,1224
2008,meac,Mid-Eastern Athletic Conference,127,S Carolina St.,1354,Bethune-Cookman,1126
2008,meac,Mid-Eastern Athletic Conference,128,Coppin St.,1164,Hampton,1214
2008,meac,Mid-Eastern Athletic Conference,128,Florida A&M,1197,MD E Shore,1271
2008,meac,Mid-Eastern Athletic Conference,128,Morgan St.,1288,S Carolina St.,1354
2008,meac,Mid-Eastern Athletic Conference,129,Delaware St.,1175,NC A&T,1299
2008,meac,Mid-Eastern Athletic Conference,129,Norfolk St.,1313,Florida A&M,1197
2008,meac,Mid-Eastern Athletic Conference,130,Coppin St.,1164,Norfolk St.,1313
2008,meac,Mid-Eastern Athletic Conference,130,Morgan St.,1288,Delaware St.,1175
2008,meac,Mid-Eastern Athletic Conference,131,Coppin St.,1164,Morgan St.,1288
2008,mvc,Missouri Valley Conference,122,Indiana St.,1232,Wichita St.,1455
2008,mvc,Missouri Valley Conference,122,Missouri St.,1283,Evansville,1191
2008,mvc,Missouri Valley Conference,123,Creighton,1166,Bradley,1133
2008,mvc,Missouri Valley Conference,123,Drake,1179,Indiana St.,1232
2008,mvc,Missouri Valley Conference,123,Illinois St.,1229,Missouri St.,1283
2008,mvc,Missouri Valley Conference,123,Northern Iowa,1320,S Illinois,1356
2008,mvc,Missouri Valley Conference,124,Drake,1179,Creighton,1166
2008,mvc,Missouri Valley Conference,124,Illinois St.,1229,Northern Iowa,1320
2008,mvc,Missouri Valley Conference,125,Drake,1179,Illinois St.,1229
2008,mwc,Mountain West Conference,128,Colorado St.,1161,Wyoming,1461
2008,mwc,Mountain West Conference,129,BYU,1140,Colorado St.,1161
2008,mwc,Mountain West Conference,129,San Diego St.,1361,Air Force,1102
2008,mwc,Mountain West Conference,129,UNLV,1424,TCU,1395
2008,mwc,Mountain West Conference,129,Utah,1428,New Mexico,1307
2008,mwc,Mountain West Conference,130,BYU,1140,San Diego St.,1361
2008,mwc,Mountain West Conference,130,UNLV,1424,Utah,1428
2008,mwc,Mountain West Conference,131,UNLV,1424,BYU,1140
2008,nec,Northeast Conference,122,Mt St. Mary's,1291,Quinnipiac,1346
2008,nec,Northeast Conference,122,Robert Morris,1352,Monmouth NJ,1284
2008,nec,Northeast Conference,122,Sacred Heart,1357,Central Conn,1148
2008,nec,Northeast Conference,122,Wagner,1447,LIU Brooklyn,1254
2008,nec,Northeast Conference,125,Mt St. Mary's,1291,Robert Morris,1352
2008,nec,Northeast Conference,125,Sacred Heart,1357,Wagner,1447
2008,nec,Northeast Conference,128,Mt St. Mary's,1291,Sacred Heart,1357
2008,ovc,Ohio Valley Conference,120,Austin Peay,1122,E Kentucky,1184
2008,ovc,Ohio Valley Conference,120,Murray St.,1293,Tennessee Tech,1399
2008,ovc,Ohio Valley Conference,120,Tennessee St.,1398,Morehead St.,1287
2008,ovc,Ohio Valley Conference,120,TN Martin,1404,Samford,1359
2008,ovc,Ohio Valley Conference,123,Austin Peay,1122,TN Martin,1404
2008,ovc,Ohio Valley Conference,123,Tennessee St.,1398,Murray St.,1293
2008,ovc,Ohio Valley Conference,124,Austin Peay,1122,Tennessee St.,1398
2008,pac_ten,Pacific-10 Conference,128,Arizona,1112,Oregon St.,1333
2008,pac_ten,Pacific-10 Conference,128,California,1143,Washington,1449
2008,pac_ten,Pacific-10 Conference,129,Stanford,1390,Arizona,1112
2008,pac_ten,Pacific-10 Conference,129,UCLA,1417,California,1143
2008,pac_ten,Pacific-10 Conference,129,USC,1425,Arizona St.,1113
2008,pac_ten,Pacific-10 Conference,129,Washington St.,1450,Oregon,1332
2008,pac_ten,Pacific-10 Conference,130,Stanford,1390,Washington St.,1450
2008,pac_ten,Pacific-10 Conference,130,UCLA,1417,USC,1425
2008,pac_ten,Pacific-10 Conference,131,UCLA,1417,Stanford,1390
2008,patriot,Patriot League,121,American Univ,1110,Holy Cross,1221
2008,patriot,Patriot League,121,Army,1119,Lehigh,1250
2008,patriot,Patriot League,121,Bucknell,1137,Navy,1298
2008,patriot,Patriot League,121,Colgate,1159,Lafayette,1248
2008,patriot,Patriot League,125,American Univ,1110,Army,1119
2008,patriot,Patriot League,125,Colgate,1159,Bucknell,1137
2008,patriot,Patriot League,130,American Univ,1110,Colgate,1159
2008,sec,Southeastern Conference,129,Alabama,1104,Florida,1196
2008,sec,Southeastern Conference,129,Georgia,1208,Mississippi,1279
2008,sec,Southeastern Conference,129,South Carolina,1376,LSU,1261
2008,sec,Southeastern Conference,129,Vanderbilt,1435,Auburn,1120
2008,sec,Southeastern Conference,130,Arkansas,1116,Vanderbilt,1435
2008,sec,Southeastern Conference,130,Georgia,1208,Kentucky,1246
2008,sec,Southeastern Conference,130,Mississippi St.,1280,Alabama,1104
2008,sec,Southeastern Conference,130,Tennessee,1397,South Carolina,1376
2008,sec,Southeastern Conference,131,Arkansas,1116,Tennessee,1397
2008,sec,Southeastern Conference,131,Georgia,1208,Mississippi St.,1280
2008,sec,Southeastern Conference,132,Georgia,1208,Arkansas,1116
2008,southern,Southern Conference,123,Col Charleston,1158,Citadel,1154
2008,southern,Southern Conference,123,Elon,1189,Furman,1202
2008,southern,Southern Conference,123,Wofford,1459,W Carolina,1441
2008,southern,Southern Conference,124,Col Charleston,1158,Ga Southern,1204
2008,southern,Southern Conference,124,Davidson,1172,Wofford,1459
2008,southern,Southern Conference,124,Elon,1189,Chattanooga,1151
2008,southern,Southern Conference,124,UNC Greensboro,1422,Appalachian St.,1111
2008,southern,Southern Conference,125,Davidson,1172,UNC Greensboro,1422
2008,southern,Southern Conference,125,Elon,1189,Col Charleston,1158
2008,southern,Southern Conference,126,Davidson,1172,Elon,1189
2008,southland,Southland Conference,129,Northwestern LA,1322,SE Louisiana,1368
2008,southland,Southland Conference,129,Sam Houston St.,1358,McNeese St.,1270
2008,southland,Southland Conference,129,SF Austin,1372,UT San Antonio,1427
2008,southland,Southland Conference,129,UT Arlington,1426,Lamar,1249
2008,southland,Southland Conference,130,Northwestern LA,1322,SF Austin,1372
2008,southland,Southland Conference,130,UT Arlington,1426,Sam Houston St.,1358
2008,southland,Southland Conference,132,UT Arlington,1426,Northwestern LA,1322
2008,summit,Summit League,124,IUPUI,1237,Missouri KC,1282
2008,summit,Summit League,124,Oral Roberts,1331,Centenary,1147
2008,summit,Summit League,125,PFW,1236,Southern Utah,1381
2008,summit,Summit League,125,Oakland,1324,W Illinois,1442
2008,summit,Summit League,126,IUPUI,1237,Oakland,1324
2008,summit,Summit League,126,Oral Roberts,1331,PFW,1236
2008,summit,Summit League,127,Oral Roberts,1331,IUPUI,1237
2008,sun_belt,Sun Belt Conference,121,FL Atlantic,1194,Florida Intl,1198
2008,sun_belt,Sun Belt Conference,121,MTSU,1292,ULM,1419
2008,sun_belt,Sun Belt Conference,121,New Orleans,1309,Denver,1176
2008,sun_belt,Sun Belt Conference,121,North Texas,1317,Arkansas St.,1117
2008,sun_belt,Sun Belt Conference,121,Troy,1407,Louisiana,1418
2008,sun_belt,Sun Belt Conference,125,Ark Little Rock,1114,FL Atlantic,1194
2008,sun_belt,Sun Belt Conference,125,MTSU,1292,Troy,1407
2008,sun_belt,Sun Belt Conference,125,South Alabama,1375,New Orleans,1309
2008,sun_belt,Sun Belt Conference,125,WKU,1443,North Texas,1317
2008,sun_belt,Sun Belt Conference,126,MTSU,1292,South Alabama,1375
2008,sun_belt,Sun Belt Conference,126,WKU,1443,Ark Little Rock,1114
2008,sun_belt,Sun Belt Conference,127,WKU,1443,MTSU,1292
2008,swac,Southwest Athletic Conference,128,Alabama St.,1106,TX Southern,1411
2008,swac,Southwest Athletic Conference,128,MS Valley St.,1290,Grambling,1212
2008,swac,Southwest Athletic Conference,129,Ark Pine Bluff,1115,Alabama A&M,1105
2008,swac,Southwest Athletic Conference,129,Jackson St.,1238,Southern Univ,1380
2008,swac,Southwest Athletic Conference,130,Jackson St.,1238,Alabama St.,1106
2008,swac,Southwest Athletic Conference,130,MS Valley St.,1290,Ark Pine Bluff,1115
2008,swac,Southwest Athletic Conference,131,MS Valley St.,1290,Jackson St.,1238
2008,wac,Western Athletic Conference,127,San Jose St.,1363,Louisiana Tech,1256
2008,wac,Western Athletic Conference,129,Boise St.,1129,Hawaii,1218
2008,wac,Western Athletic Conference,129,Nevada,1305,Fresno St.,1201
2008,wac,Western Athletic Conference,129,New Mexico St.,1308,Idaho,1225
2008,wac,Western Athletic Conference,129,Utah St.,1429,San Jose St.,1363
2008,wac,Western Athletic Conference,130,Boise St.,1129,Utah St.,1429
2008,wac,Western Athletic Conference,130,New Mexico St.,1308,Nevada,1305
2008,wac,Western Athletic Conference,131,Boise St.,1129,New Mexico St.,1308
2008,wcc,West Coast Conference,123,Pepperdine,1337,Portland,1339
2008,wcc,West Coast Conference,123,San Francisco,1362,Loy Marymount,1258
2008,wcc,West Coast Conference,124,San Diego,1360,Pepperdine,1337
2008,wcc,West Coast Conference,124,Santa Clara,1365,San Francisco,1362
2008,wcc,West Coast Conference,125,Gonzaga,1211,Santa Clara,1365
2008,wcc,West Coast Conference,125,San Diego,1360,Saint Mary's,1388
2008,wcc,West Coast Conference,126,San Diego,1360,Gonzaga,1211
2009,a_sun,Atlantic Sun Conference,121,ETSU,1190,Stetson,1391
2009,a_sun,Atlantic Sun Conference,122,Belmont,1125,Mercer,1273
2009,a_sun,Atlantic Sun Conference,122,Lipscomb,1252,Campbell,1144
2009,a_sun,Atlantic Sun Conference,123,ETSU,1190,Belmont,1125
2009,a_sun,Atlantic Sun Conference,123,Jacksonville,1239,Lipscomb,1252
2009,a_sun,Atlantic Sun Conference,124,ETSU,1190,Jacksonville,1239
2009,a_ten,Atlantic 10 Conference,128,Duquesne,1182,Massachusetts,1269
2009,a_ten,Atlantic 10 Conference,128,Richmond,1350,St. Bonaventure,1382
2009,a_ten,Atlantic 10 Conference,128,Saint Joseph's,1386,Charlotte,1150
2009,a_ten,Atlantic 10 Conference,128,Saint Louis,1387,La Salle,1247
2009,a_ten,Atlantic 10 Conference,129,Dayton,1173,Richmond,1350
2009,a_ten,Atlantic 10 Conference,129,Duquesne,1182,Rhode Island,1348
2009,a_ten,Atlantic 10 Conference,129,Temple,1396,Saint Joseph's,1386
2009,a_ten,Atlantic 10 Conference,129,Xavier,1462,Saint Louis,1387
2009,a_ten,Atlantic 10 Conference,130,Duquesne,1182,Dayton,1173
2009,a_ten,Atlantic 10 Conference,130,Temple,1396,Xavier,1462
2009,a_ten,Atlantic 10 Conference,131,Temple,1396,Duquesne,1182
2009,acc,Atlantic Coast Conference,129,Boston College,1130,Virginia,1438
2009,acc,Atlantic Coast Conference,129,Georgia Tech,1210,Clemson,1155
2009,acc,Atlantic Coast Conference,129,Maryland,1268,NC State,1301
2009,acc,Atlantic Coast Conference,129,Virginia Tech,1439,Miami FL,1274
2009,acc,Atlantic Coast Conference,130,Duke,1181,Boston College,1130
2009,acc,Atlantic Coast Conference,130,Florida St.,1199,Georgia Tech,1210
2009,acc,Atlantic Coast Conference,130,Maryland,1268,Wake Forest,1448
2009,acc,Atlantic Coast Conference,130,North Carolina,1314,Virginia Tech,1439
2009,acc,Atlantic Coast Conference,131,Duke,1181,Maryland,1268
2009,acc,Atlantic Coast Conference,131,Florida St.,1199,North Carolina,1314
2009,acc,Atlantic Coast Conference,132,Duke,1181,Florida St.,1199
2009,aec,America East Conference,123,Hartford,1216,Maine,1263
2009,aec,America East Conference,124,SUNY Albany,1107,Vermont,1436
2009,aec,America East Conference,124,Binghamton,1127,Hartford,1216
2009,aec,America East Conference,124,New Hampshire,1306,Stony Brook,1392
2009,aec,America East Conference,124,UMBC,1420,Boston Univ,1131
2009,aec,America East Conference,125,Binghamton,1127,New Hampshire,1306
2009,aec,America East Conference,125,UMBC,1420,SUNY Albany,1107
2009,aec,America East Conference,131,Binghamton,1127,UMBC,1420
2009,big_east,Big East Conference,127,DePaul,1177,Cincinnati,1153
2009,big_east,Big East Conference,127,Notre Dame,1323,Rutgers,1353
2009,big_east,Big East Conference,127,Seton Hall,1371,South Florida,1378
2009,big_east,Big East Conference,127,St. John's,1385,Georgetown,1207
2009,big_east,Big East Conference,128,Marquette,1266,St. John's,1385
2009,big_east,Big East Conference,128,Providence,1344,DePaul,1177
2009,big_east,Big East Conference,128,Syracuse,1393,Seton Hall,1371
2009,big_east,Big East Conference,128,West Virginia,1452,Notre Dame,1323
2009,big_east,Big East Conference,129,Louisville,1257,Providence,1344
2009,big_east,Big East Conference,129,Syracuse,1393,Connecticut,1163
2009,big_east,Big East Conference,129,Villanova,1437,Marquette,1266
2009,big_east,Big East Conference,129,West Virginia,1452,Pittsburgh,1338
2009,big_east,Big East Conference,130,Louisville,1257,Villanova,1437
2009,big_east,Big East Conference,130,Syracuse,1393,West Virginia,1452
2009,big_east,Big East Conference,131,Louisville,1257,Syracuse,1393
2009,big_sky,Big Sky Conference,124,Idaho St.,1226,N Colorado,1294
2009,big_sky,Big Sky Conference,124,Montana St.,1286,Montana,1285
2009,big_sky,Big Sky Conference,127,Montana St.,1286,Weber St.,1451
2009,big_sky,Big Sky Conference,127,Portland St.,1340,Idaho St.,1226
2009,big_sky,Big Sky Conference,128,Portland St.,1340,Montana St.,1286
2009,big_south,Big South Conference,120,Liberty,1251,Gardner Webb,1205
2009,big_south,Big South Conference,120,Radford,1347,High Point,1219
2009,big_south,Big South Conference,120,UNC Asheville,1421,Winthrop,1457
2009,big_south,Big South Conference,120,VMI,1440,Coastal Car,1157
2009,big_south,Big South Conference,122,Radford,1347,UNC Asheville,1421
2009,big_south,Big South Conference,122,VMI,1440,Liberty,1251
2009,big_south,Big South Conference,124,Radford,1347,VMI,1440
2009,big_ten,Big Ten Conference,129,Michigan,1276,Iowa,1234
2009,big_ten,Big Ten Conference,129,Minnesota,1278,Northwestern,1321
2009,big_ten,Big Ten Conference,129,Penn St.,1336,Indiana,1231
2009,big_ten,Big Ten Conference,130,Illinois,1228,Michigan,1276
2009,big_ten,Big Ten Conference,130,Michigan St.,1277,Minnesota,1278
2009,big_ten,Big Ten Conference,130,Ohio St.,1326,Wisconsin,1458
2009,big_ten,Big Ten Conference,130,Purdue,1345,Penn St.,1336
2009,big_ten,Big Ten Conference,131,Ohio St.,1326,Michigan St.,1277
2009,big_ten,Big Ten Conference,131,Purdue,1345,Illinois,1228
2009,big_ten,Big Ten Conference,132,Purdue,1345,Ohio St.,1326
2009,big_twelve,Big 12 Conference,128,Baylor,1124,Nebraska,1304
2009,big_twelve,Big 12 Conference,128,Oklahoma St.,1329,Iowa St.,1235
2009,big_twelve,Big 12 Conference,128,Texas,1400,Colorado,1160
2009,big_twelve,Big 12 Conference,128,Texas Tech,1403,Texas A&M,1401
2009,big_twelve,Big 12 Conference,129,Baylor,1124,Kansas,1242
2009,big_twelve,Big 12 Conference,129,Missouri,1281,Texas Tech,1403
2009,big_twelve,Big 12 Conference,129,Oklahoma St.,1329,Oklahoma,1328
2009,big_twelve,Big 12 Conference,129,Texas,1400,Kansas St.,1243
2009,big_twelve,Big 12 Conference,130,Baylor,1124,Texas,1400
2009,big_twelve,Big 12 Conference,130,Missouri,1281,Oklahoma St.,1329
2009,big_twelve,Big 12 Conference,131,Missouri,1281,Baylor,1124
2009,big_west,Big West Conference,128,CS Fullerton,1168,UC Riverside,1415
2009,big_west,Big West Conference,128,UC Davis,1413,UC Irvine,1414
2009,big_west,Big West Conference,129,Pacific,1334,UC Davis,1413
2009,big_west,Big West Conference,129,UC Santa Barbara,1364,CS Fullerton,1168
2009,big_west,Big West Conference,130,CS Northridge,1169,UC Santa Barbara,1364
2009,big_west,Big West Conference,130,Pacific,1334,Long Beach St.,1253
2009,big_west,Big West Conference,132,CS Northridge,1169,Pacific,1334
2009,caa,Coastal Athletic Association,123,Georgia St.,1209,Delaware,1174
2009,caa,Coastal Athletic Association,123,Hofstra,1220,UNC Wilmington,1423
2009,caa,Coastal Athletic Association,123,James Madison,1241,William & Mary,1456
2009,caa,Coastal Athletic Association,123,Towson,1406,Drexel,1180
2009,caa,Coastal Athletic Association,124,George Mason,1206,James Madison,1241
2009,caa,Coastal Athletic Association,124,Old Dominion,1330,Hofstra,1220
2009,caa,Coastal Athletic Association,124,Towson,1406,Northeastern,1318
2009,caa,Coastal Athletic Association,124,VCU,1433,Georgia St.,1209
2009,caa,Coastal Athletic Association,125,George Mason,1206,Towson,1406
2009,caa,Coastal Athletic Association,125,VCU,1433,Old Dominion,1330
2009,caa,Coastal Athletic Association,126,VCU,1433,George Mason,1206
2009,cusa,Conference USA,128,Houston,1222,SMU,1374
2009,cusa,Conference USA,128,Rice,1349,Marshall,1267
2009,cusa,Conference USA,128,Southern Miss,1379,UCF,1416
2009,cusa,Conference USA,128,Tulane,1408,East Carolina,1187
2009,cusa,Conference USA,129,Houston,1222,UTEP,1431
2009,cusa,Conference USA,129,Memphis,1272,Tulane,1408
2009,cusa,Conference USA,129,Tulsa,1409,Rice,1349
2009,cusa,Conference USA,129,UAB,1412,Southern Miss,1379
2009,cusa,Conference USA,130,Memphis,1272,Houston,1222
2009,cusa,Conference USA,130,Tulsa,1409,UAB,1412
2009,cusa,Conference USA,131,Memphis,1272,Tulsa,1409
2009,horizon,Horizon League,120,Cleveland St.,1156,Detroit,1178
2009,horizon,Horizon League,120,IL Chicago,1227,Youngstown St.,1464
2009,horizon,Horizon League,120,WI Milwaukee,1454,Loyola-Chicago,1260
2009,horizon,Horizon League,120,Wright St.,1460,Valparaiso,1434
2009,horizon,Horizon League,123,Cleveland St.,1156,IL Chicago,1227
2009,horizon,Horizon League,123,Wright St.,1460,WI Milwaukee,1454
2009,horizon,Horizon League,124,Butler,1139,Wright St.,1460
2009,horizon,Horizon League,124,Cleveland St.,1156,WI Green Bay,1453
2009,horizon,Horizon League,127,Cleveland St.,1156,Butler,1139
2009,maac,Metro Atlantic Athletic Conference,123,Canisius,1145,Loyola MD,1259
2009,maac,Metro Atlantic Athletic Conference,123,Marist,1265,Iona,1233
2009,maac,Metro Atlantic Athletic Conference,124,Fairfield,1193,Manhattan,1264
2009,maac,Metro Atlantic Athletic Conference,124,Niagara,1310,Marist,1265
2009,maac,Metro Atlantic Athletic Conference,124,Rider,1351,Saint Peter's,1389
2009,maac,Metro Atlantic Athletic Conference,124,Siena,1373,Canisius,1145
2009,maac,Metro Atlantic Athletic Conference,125,Niagara,1310,Rider,1351
2009,maac,Metro Atlantic Athletic Conference,125,Siena,1373,Fairfield,1193
2009,maac,Metro Atlantic Athletic Conference,126,Siena,1373,Niagara,1310
2009,mac,Mid-American Conference,127,Akron,1103,Toledo,1405
2009,mac,Mid-American Conference,127,C Michigan,1141,E Michigan,1185
2009,mac,Mid-American Conference,127,Kent,1245,N Illinois,1296
2009,mac,Mid-American Conference,127,Ohio,1325,W Michigan,1444
2009,mac,Mid-American Conference,129,Akron,1103,Miami OH,1275
2009,mac,Mid-American Conference,129,Ball St.,1123,C Michigan,1141
2009,mac,Mid-American Conference,129,Bowling Green,1132,Ohio,1325
2009,mac,Mid-American Conference,129,Buffalo,1138,Kent,1245
2009,mac,Mid-American Conference,130,Akron,1103,Bowling Green,1132
2009,mac,Mid-American Conference,130,Buffalo,1138,Ball St.,1123
2009,mac,Mid-American Conference,131,Akron,1103,Buffalo,1138
2009,meac,Mid-Eastern Athletic Conference,127,Florida A&M,1197,Howard,1224
2009,meac,Mid-Eastern Athletic Conference,127,Hampton,1214,Delaware St.,1175
2009,meac,Mid-Eastern Athletic Conference,128,Bethune-Cookman,1126,MD E Shore,1271
2009,meac,Mid-Eastern Athletic Conference,128,Morgan St.,1288,Florida A&M,1197
2009,meac,Mid-Eastern Athletic Conference,128,S Carolina St.,1354,Hampton,1214
2009,meac,Mid-Eastern Athletic Conference,129,Coppin St.,1164,NC A&T,1299
2009,meac,Mid-Eastern Athletic Conference,129,Norfolk St.,1313,Bethune-Cookman,1126
2009,meac,Mid-Eastern Athletic Conference,130,Morgan St.,1288,Coppin St.,1164
2009,meac,Mid-Eastern Athletic Conference,130,Norfolk St.,1313,S Carolina St.,1354
2009,meac,Mid-Eastern Athletic Conference,131,Morgan St.,1288,Norfolk St.,1313
2009,mvc,Missouri Valley Conference,122,Indiana St.,1232,Drake,1179
2009,mvc,Missouri Valley Conference,122,Wichita St.,1455,Missouri St.,1283
2009,mvc,Missouri Valley Conference,123,Bradley,1133,S Illinois,1356
2009,mvc,Missouri Valley Conference,123,Creighton,1166,Wichita St.,1455
2009,mvc,Missouri Valley Conference,123,Illinois St.,1229,Evansville,1191
2009,mvc,Missouri Valley Conference,123,Northern Iowa,1320,Indiana St.,1232
2009,mvc,Missouri Valley Conference,124,Illinois St.,1229,Creighton,1166
2009,mvc,Missouri Valley Conference,124,Northern Iowa,1320,Bradley,1133
2009,mvc,Missouri Valley Conference,125,Northern Iowa,1320,Illinois St.,1229
2009,mwc,Mountain West Conference,128,Air Force,1102,Colorado St.,1161
2009,mwc,Mountain West Conference,129,BYU,1140,Air Force,1102
2009,mwc,Mountain West Conference,129,San Diego St.,1361,UNLV,1424
2009,mwc,Mountain West Conference,129,Utah,1428,TCU,1395
2009,mwc,Mountain West Conference,129,Wyoming,1461,New Mexico,1307
2009,mwc,Mountain West Conference,130,San Diego St.,1361,BYU,1140
2009,mwc,Mountain West Conference,130,Utah,1428,Wyoming,1461
2009,mwc,Mountain West Conference,131,Utah,1428,San Diego St.,1361
2009,nec,Northeast Conference,122,Mt St. Mary's,1291,Wagner,1447
2009,nec,Northeast Conference,122,Quinnipiac,1346,LIU Brooklyn,1254
2009,nec,Northeast Conference,122,Robert Morris,1352,Saint Francis NY,1383
2009,nec,Northeast Conference,122,Sacred Heart,1357,Central Conn,1148
2009,nec,Northeast Conference,125,Mt St. Mary's,1291,Sacred Heart,1357
2009,nec,Northeast Conference,125,Robert Morris,1352,Quinnipiac,1346
2009,nec,Northeast Conference,128,Robert Morris,1352,Mt St. Mary's,1291
2009,ovc,Ohio Valley Conference,120,Austin Peay,1122,E Illinois,1183
2009,ovc,Ohio Valley Conference,120,Morehead St.,1287,E Kentucky,1184
2009,ovc,Ohio Valley Conference,120,Murray St.,1293,Tennessee St.,1398
2009,ovc,Ohio Valley Conference,120,TN Martin,1404,Tennessee Tech,1399
2009,ovc,Ohio Valley Conference,123,Austin Peay,1122,Murray St.,1293
2009,ovc,Ohio Valley Conference,123,Morehead St.,1287,TN Martin,1404
2009,ovc,Ohio Valley Conference,124,Morehead St.,1287,Austin Peay,1122
2009,pac_ten,Pacific-10 Conference,128,Stanford,1390,Oregon St.,1333
2009,pac_ten,Pacific-10 Conference,128,Washington St.,1450,Oregon,1332
2009,pac_ten,Pacific-10 Conference,129,Arizona St.,1113,Arizona,1112
2009,pac_ten,Pacific-10 Conference,129,UCLA,1417,Washington St.,1450
2009,pac_ten,Pacific-10 Conference,129,USC,1425,California,1143
2009,pac_ten,Pacific-10 Conference,129,Washington,1449,Stanford,1390
2009,pac_ten,Pacific-10 Conference,130,Arizona St.,1113,Washington,1449
2009,pac_ten,Pacific-10 Conference,130,USC,1425,UCLA,1417
2009,pac_ten,Pacific-10 Conference,131,USC,1425,Arizona St.,1113
2009,patriot,Patriot League,121,American Univ,1110,Lafayette,1248
2009,patriot,Patriot League,121,Army,1119,Lehigh,1250
2009,patriot,Patriot League,121,Colgate,1159,Navy,1298
2009,patriot,Patriot League,121,Holy Cross,1221,Bucknell,1137
2009,patriot,Patriot League,125,American Univ,1110,Army,1119
2009,patriot,Patriot League,125,Holy Cross,1221,Colgate,1159
2009,patriot,Patriot League,130,American Univ,1110,Holy Cross,1221
2009,sec,Southeastern Conference,129,Alabama,1104,Vanderbilt,1435
2009,sec,Southeastern Conference,129,Florida,1196,Arkansas,1116
2009,sec,Southeastern Conference,129,Kentucky,1246,Mississippi,1279
2009,sec,Southeastern Conference,129,Mississippi St.,1280,Georgia,1208
2009,sec,Southeastern Conference,130,Auburn,1120,Florida,1196
2009,sec,Southeastern Conference,130,LSU,1261,Kentucky,1246
2009,sec,Southeastern Conference,130,Mississippi St.,1280,South Carolina,1376
2009,sec,Southeastern Conference,130,Tennessee,1397,Alabama,1104
2009,sec,Southeastern Conference,131,Mississippi St.,1280,LSU,1261
2009,sec,Southeastern Conference,131,Tennessee,1397,Auburn,1120
2009,sec,Southeastern Conference,132,Mississippi St.,1280,Tennessee,1397
2009,southern,Southern Conference,123,Appalachian St.,1111,Ga Southern,1204
2009,southern,Southern Conference,123,Col Charleston,1158,UNC Greensboro,1422
2009,southern,Southern Conference,123,Elon,1189,Wofford,1459
2009,southern,Southern Conference,123,Samford,1359,Furman,1202
2009,southern,Southern Conference,124,Chattanooga,1151,Elon,1189
2009,southern,Southern Conference,124,Col Charleston,1158,W Carolina,1441
2009,southern,Southern Conference,124,Davidson,1172,Appalachian St.,1111
2009,southern,Southern Conference,124,Samford,1359,Citadel,1154
2009,southern,Southern Conference,125,Chattanooga,1151,Samford,1359
2009,southern,Southern Conference,125,Col Charleston,1158,Davidson,1172
2009,southern,Southern Conference,126,Chattanooga,1151,Col Charleston,1158
2009,southland,Southland Conference,129,Nicholls St.,1311,Texas St.,1402
2009,southland,Southland Conference,129,SF Austin,1372,SE Louisiana,1368
2009,southland,Southland Conference,129,TAM C. Christi,1394,UT Arlington,1426
2009,southland,Southland Conference,129,UT San Antonio,1427,Sam Houston St.,1358
2009,southland,Southland Conference,130,SF Austin,1372,TAM C. Christi,1394
2009,southland,Southland Conference,130,UT San Antonio,1427,Nicholls St.,1311
2009,southland,Southland Conference,132,SF Austin,1372,UT San Antonio,1427
2009,summit,Summit League,124,N Dakota St.,1295,Centenary,1147
2009,summit,Summit League,124,S Dakota St.,1355,Oral Roberts,1331
2009,summit,Summit League,125,Oakland,1324,PFW,1236
2009,summit,Summit League,125,Southern Utah,1381,IUPUI,1237
2009,summit,Summit League,126,N Dakota St.,1295,Southern Utah,1381
2009,summit,Summit League,126,Oakland,1324,S Dakota St.,1355
2009,summit,Summit League,127,N Dakota St.,1295,Oakland,1324
