Season,DayNum,WName,WTeamID,WScore,LName,LTeamID,LScore,NumOT
1992,144,Cincinnati,1153,69,UTEP,1431,67,0
1992,144,Memphis,1272,83,Georgia Tech,1210,79,1
1992,144,Michigan,1276,75,Oklahoma St.,1329,72,0
1992,144,Ohio St.,1326,80,North Carolina,1314,73,0
1992,145,Duke,1181,104,Kentucky,1246,103,1
1992,145,Indiana,1231,106,UCLA,1417,79,0
1992,146,Cincinnati,1153,88,Memphis,1272,57,0
1992,146,Michigan,1276,75,Ohio St.,1326,71,1
1992,152,Duke,1181,81,Indiana,1231,78,0
1992,152,Michigan,1276,76,Cincinnati,1153,72,0
1992,154,Duke,1181,71,Michigan,1276,51,0
1993,136,Arkansas,1116,94,Holy Cross,1221,64,0
1993,136,BYU,1140,80,SMU,1374,71,0
1993,136,California,1143,66,LSU,1261,64,0
1993,136,Duke,1181,105,S Illinois,1356,70,0
1993,136,Florida St.,1199,82,Evansville,1191,70,0
1993,136,Illinois,1228,75,Long Beach St.,1253,72,0
1993,136,Kansas,1242,94,Ball St.,1123,72,0
1993,136,North Carolina,1314,85,East Carolina,1187,65,0
1993,136,Rhode Island,1348,74,Purdue,1345,68,0
1993,136,Santa Clara,1365,64,Arizona,1112,61,0
1993,136,Seton Hall,1371,81,Tennessee St.,1398,59,0
1993,136,St. John's,1385,85,Texas Tech,1403,67,0
1993,136,Temple,1396,75,Missouri,1281,61,0
1993,136,Tulane,1408,55,Kansas St.,1243,53,0
1993,136,Vanderbilt,1435,92,Boise St.,1129,72,0
1993,136,WKU,1443,55,Memphis,1272,52,0
1993,137,Cincinnati,1153,93,Coppin St.,1164,66,0
1993,137,G Washington,1203,82,New Mexico,1307,68,0
1993,137,Indiana,1231,97,Wright St.,1460,54,0
1993,137,Iowa,1234,82,ULM,1419,69,0
1993,137,Kentucky,1246,96,Rider,1351,52,0
1993,137,Louisville,1257,76,Delaware,1174,70,0
1993,137,Massachusetts,1269,54,Penn,1335,50,0
1993,137,Michigan,1276,84,Coastal Car,1157,52,0
1993,137,New Mexico St.,1308,93,Nebraska,1304,79,0
1993,137,Oklahoma St.,1329,74,Marquette,1266,62,0
1993,137,Southern Univ,1380,93,Georgia Tech,1210,78,0
1993,137,UCLA,1417,81,Iowa St.,1235,70,0
1993,137,Utah,1428,86,Pittsburgh,1338,65,0
1993,137,Virginia,1438,78,Manhattan,1264,66,0
1993,137,Wake Forest,1448,81,Chattanooga,1151,58,0
1993,137,Xavier,1462,73,New Orleans,1309,55,0
1993,138,Arkansas,1116,80,St. John's,1385,74,0
1993,138,California,1143,82,Duke,1181,77,0
1993,138,Florida St.,1199,94,Tulane,1408,63,0
1993,138,Kansas,1242,90,BYU,1140,76,0
1993,138,North Carolina,1314,112,Rhode Island,1348,67,0
1993,138,Temple,1396,68,Santa Clara,1365,57,0
1993,138,Vanderbilt,1435,85,Illinois,1228,68,0
1993,138,WKU,1443,72,Seton Hall,1371,68,0
1993,139,Cincinnati,1153,92,New Mexico St.,1308,55,0
1993,139,G Washington,1203,90,Southern Univ,1380,80,0
1993,139,Indiana,1231,73,Xavier,1462,70,0
1993,139,Kentucky,1246,83,Utah,1428,62,0
1993,139,Louisville,1257,78,Oklahoma St.,1329,63,0
1993,139,Michigan,1276,86,UCLA,1417,84,1
1993,139,Virginia,1438,71,Massachusetts,1269,56,0
1993,139,Wake Forest,1448,84,Iowa,1234,78,0
1993,143,Florida St.,1199,81,WKU,1443,78,1
1993,143,Indiana,1231,82,Louisville,1257,69,0
1993,143,Kansas,1242,93,California,1143,76,0
1993,143,Kentucky,1246,103,Wake Forest,1448,69,0
1993,144,Cincinnati,1153,71,Virginia,1438,54,0
1993,144,Michigan,1276,72,G Washington,1203,64,0
1993,144,North Carolina,1314,80,Arkansas,1116,74,0
1993,144,Temple,1396,67,Vanderbilt,1435,59,0
1993,145,Kansas,1242,83,Indiana,1231,77,0
1993,145,Kentucky,1246,106,Florida St.,1199,81,0
1993,146,Michigan,1276,77,Temple,1396,72,0
1993,146,North Carolina,1314,75,Cincinnati,1153,68,1
1993,152,Michigan,1276,81,Kentucky,1246,78,1
1993,152,North Carolina,1314,78,Kansas,1242,68,0
1993,154,North Carolina,1314,77,Michigan,1276,71,0
1994,136,Alabama,1104,76,Providence,1344,70,0
1994,136,Connecticut,1163,64,Rider,1351,46,0
1994,136,Florida,1196,64,James Madison,1241,62,0
1994,136,G Washington,1203,51,UAB,1412,46,0
1994,136,Kansas,1242,102,Chattanooga,1151,73,0
1994,136,Maryland,1268,74,Saint Louis,1387,66,0
1994,136,Massachusetts,1269,78,Texas St.,1402,60,0
1994,136,Michigan,1276,78,Pepperdine,1337,74,1
1994,136,Missouri,1281,76,Navy,1298,53,0
1994,136,Penn,1335,90,Nebraska,1304,80,0
1994,136,Purdue,1345,98,UCF,1416,67,0
1994,136,Syracuse,1393,92,Hawaii,1218,78,0
1994,136,Texas,1400,91,WKU,1443,77,0
1994,136,Wake Forest,1448,68,Col Charleston,1158,58,0
1994,136,WI Green Bay,1453,61,California,1143,57,0
1994,136,Wisconsin,1458,80,Cincinnati,1153,72,0
1994,137,Arizona,1112,81,Loyola MD,1259,55,0
1994,137,Arkansas,1116,94,NC A&T,1299,79,0
1994,137,Boston College,1130,67,Washington St.,1450,64,0
1994,137,Duke,1181,82,TX Southern,1411,70,0
1994,137,Georgetown,1207,84,Illinois,1228,77,0
1994,137,Indiana,1231,84,Ohio,1325,72,0
1994,137,Kentucky,1246,83,Tennessee St.,1398,70,0
1994,137,Louisville,1257,67,Boise St.,1129,58,0
1994,137,Marquette,1266,81,Louisiana,1418,59,0
1994,137,Michigan St.,1277,84,Seton Hall,1371,73,0
1994,137,Minnesota,1278,74,S Illinois,1356,60,0
1994,137,North Carolina,1314,71,Liberty,1251,51,0
1994,137,Oklahoma St.,1329,65,New Mexico St.,1308,55,0
1994,137,Temple,1396,61,Drexel,1180,39,0
1994,137,Tulsa,1409,112,UCLA,1417,102,0
1994,137,Virginia,1438,57,New Mexico,1307,54,0
1994,138,Connecticut,1163,75,G Washington,1203,63,0
1994,138,Florida,1196,70,Penn,1335,58,0
1994,138,Kansas,1242,69,Wake Forest,1448,58,0
1994,138,Maryland,1268,95,Massachusetts,1269,87,0
1994,138,Michigan,1276,84,Texas,1400,79,0
1994,138,Missouri,1281,109,Wisconsin,1458,96,0
1994,138,Purdue,1345,83,Alabama,1104,73,0
1994,138,Syracuse,1393,64,WI Green Bay,1453,59,0
1994,139,Arizona,1112,71,Virginia,1438,58,0
1994,139,Arkansas,1116,85,Georgetown,1207,73,0
1994,139,Boston College,1130,75,North Carolina,1314,72,0
1994,139,Duke,1181,85,Michigan St.,1277,74,0
1994,139,Indiana,1231,67,Temple,1396,58,0
1994,139,Louisville,1257,60,Minnesota,1278,55,0
1994,139,Marquette,1266,75,Kentucky,1246,63,0
1994,139,Tulsa,1409,82,Oklahoma St.,1329,80,0
1994,143,Arizona,1112,82,Louisville,1257,70,0
1994,143,Duke,1181,59,Marquette,1266,49,0
1994,143,Missouri,1281,98,Syracuse,1393,88,1
1994,143,Purdue,1345,83,Kansas,1242,78,0
1994,144,Arkansas,1116,103,Tulsa,1409,84,0
1994,144,Boston College,1130,77,Indiana,1231,68,0
1994,144,Florida,1196,69,Connecticut,1163,60,1
1994,144,Michigan,1276,78,Maryland,1268,71,0
1994,145,Arizona,1112,92,Missouri,1281,72,0
1994,145,Duke,1181,69,Purdue,1345,60,0
1994,146,Arkansas,1116,76,Michigan,1276,68,0
1994,146,Florida,1196,74,Boston College,1130,66,0
1994,152,Arkansas,1116,91,Arizona,1112,82,0
1994,152,Duke,1181,70,Florida,1196,65,0
1994,154,Arkansas,1116,76,Duke,1181,72,0
1995,136,Alabama,1104,91,Penn,1335,85,1
1995,136,Arizona St.,1113,81,Ball St.,1123,66,0
1995,136,Cincinnati,1153,77,Temple,1396,71,0
1995,136,Connecticut,1163,100,Chattanooga,1151,71,0
1995,136,Kansas,1242,82,Colgate,1159,68,0
1995,136,Kentucky,1246,113,Mt St. Mary's,1291,67,0
1995,136,Manhattan,1264,77,Oklahoma,1328,67,0
1995,136,Maryland,1268,87,Gonzaga,1211,63,0
1995,136,Miami OH,1275,71,Arizona,1112,62,0
1995,136,Oklahoma St.,1329,73,Drexel,1180,49,0
1995,136,Saint Louis,1387,64,Minnesota,1278,61,0
1995,136,Texas,1400,90,Oregon,1332,73,0
1995,136,Tulane,1408,76,BYU,1140,70,0
1995,136,Virginia,1438,96,Nicholls St.,1311,72,0
1995,136,WKU,1443,82,Michigan,1276,76,0
1995,136,Wake Forest,1448,79,NC A&T,1299,47,0
1995,137,Arkansas,1116,79,TX Southern,1411,78,0
1995,137,Georgetown,1207,68,Xavier,1462,63,0
1995,137,Iowa St.,1235,64,Florida,1196,61,0
1995,137,Massachusetts,1269,68,Saint Peter's,1389,51,0
1995,137,Memphis,1272,77,Louisville,1257,56,0
1995,137,Mississippi St.,1280,75,Santa Clara,1365,67,0
1995,137,Missouri,1281,65,Indiana,1231,60,0
1995,137,North Carolina,1314,80,Murray St.,1293,70,0
1995,137,Old Dominion,1330,89,Villanova,1437,81,3
1995,137,Purdue,1345,49,WI Green Bay,1453,48,0
1995,137,Stanford,1390,70,Charlotte,1150,68,0
1995,137,Syracuse,1393,96,S Illinois,1356,92,0
1995,137,Tulsa,1409,68,Illinois,1228,62,0
1995,137,UCLA,1417,92,Florida Intl,1198,56,0
1995,137,Utah,1428,76,Long Beach St.,1253,64,0
1995,137,Weber St.,1451,79,Michigan St.,1277,72,0
1995,138,Arizona St.,1113,64,Manhattan,1264,54,0
1995,138,Connecticut,1163,96,Cincinnati,1153,91,0
1995,138,Kansas,1242,75,WKU,1443,70,0
1995,138,Kentucky,1246,82,Tulane,1408,60,0
1995,138,Maryland,1268,82,Texas,1400,68,0
1995,138,Oklahoma St.,1329,66,Alabama,1104,52,0
1995,138,Virginia,1438,60,Miami OH,1275,54,1
1995,138,Wake Forest,1448,64,Saint Louis,1387,59,0
1995,139,Arkansas,1116,96,Syracuse,1393,94,1
1995,139,Georgetown,1207,53,Weber St.,1451,51,0
1995,139,Massachusetts,1269,75,Stanford,1390,53,0
1995,139,Memphis,1272,75,Purdue,1345,73,0
1995,139,Mississippi St.,1280,78,Utah,1428,64,0
1995,139,North Carolina,1314,73,Iowa St.,1235,51,0
1995,139,Tulsa,1409,64,Old Dominion,1330,52,0
1995,139,UCLA,1417,75,Missouri,1281,74,0
1995,143,Connecticut,1163,99,Maryland,1268,89,0
1995,143,Kentucky,1246,97,Arizona St.,1113,73,0
1995,143,North Carolina,1314,74,Georgetown,1207,64,0
1995,143,UCLA,1417,86,Mississippi St.,1280,67,0
1995,144,Arkansas,1116,96,Memphis,1272,91,1
1995,144,Massachusetts,1269,76,Tulsa,1409,51,0
1995,144,Oklahoma St.,1329,71,Wake Forest,1448,66,0
1995,144,Virginia,1438,67,Kansas,1242,58,0
1995,145,North Carolina,1314,74,Kentucky,1246,61,0
1995,145,UCLA,1417,102,Connecticut,1163,96,0
1995,146,Arkansas,1116,68,Virginia,1438,61,0
1995,146,Oklahoma St.,1329,68,Massachusetts,1269,54,0
1995,152,Arkansas,1116,75,North Carolina,1314,68,0
1995,152,UCLA,1417,74,Oklahoma St.,1329,61,0
1995,154,UCLA,1417,89,Arkansas,1116,78,0
1996,136,Arkansas,1116,86,Penn St.,1336,80,0
1996,136,Connecticut,1163,68,Colgate,1159,59,0
1996,136,Drexel,1180,75,Memphis,1272,63,0
1996,136,E Michigan,1185,75,Duke,1181,60,0
1996,136,Georgia,1208,81,Clemson,1155,74,0
1996,136,Iowa St.,1235,74,California,1143,64,0
1996,136,Kentucky,1246,110,San Jose St.,1363,72,0
1996,136,Marquette,1266,68,Monmouth NJ,1284,44,0
1996,136,Massachusetts,1269,92,UCF,1416,70,0
1996,136,Mississippi St.,1280,58,VCU,1433,51,0
1996,136,Princeton,1343,43,UCLA,1417,41,0
1996,136,Purdue,1345,73,W Carolina,1441,71,0
1996,136,Stanford,1390,66,Bradley,1133,58,0
1996,136,Syracuse,1393,88,Montana St.,1286,55,0
1996,136,Utah,1428,72,Canisius,1145,43,0
1996,136,Virginia Tech,1439,61,WI Green Bay,1453,48,0
1996,137,Arizona,1112,90,Valparaiso,1434,51,0
1996,137,Boston College,1130,64,Indiana,1231,51,0
1996,137,Cincinnati,1153,66,UNC Greensboro,1422,61,0
1996,137,Georgetown,1207,93,MS Valley St.,1290,56,0
1996,137,Georgia Tech,1210,90,Austin Peay,1122,79,0
1996,137,Iowa,1234,81,G Washington,1203,79,0
1996,137,Kansas,1242,92,S Carolina St.,1354,54,0
1996,137,Louisville,1257,82,Tulsa,1409,80,1
1996,137,New Mexico,1307,69,Kansas St.,1243,48,0
1996,137,North Carolina,1314,83,New Orleans,1309,62,0
1996,137,Santa Clara,1365,91,Maryland,1268,79,0
1996,137,Temple,1396,61,Oklahoma,1328,43,0
1996,137,Texas,1400,80,Michigan,1276,76,0
1996,137,Texas Tech,1403,74,N Illinois,1296,73,0
1996,137,Villanova,1437,92,Portland,1339,58,0
1996,137,Wake Forest,1448,62,ULM,1419,50,0
1996,138,Arkansas,1116,65,Marquette,1266,56,0
1996,138,Connecticut,1163,95,E Michigan,1185,81,0
1996,138,Georgia,1208,76,Purdue,1345,69,0
1996,138,Kentucky,1246,84,Virginia Tech,1439,60,0
1996,138,Massachusetts,1269,79,Stanford,1390,74,0
1996,138,Mississippi St.,1280,63,Princeton,1343,41,0
1996,138,Syracuse,1393,69,Drexel,1180,58,0
1996,138,Utah,1428,73,Iowa St.,1235,67,0
1996,139,Arizona,1112,87,Iowa,1234,73,0
1996,139,Cincinnati,1153,78,Temple,1396,65,0
1996,139,Georgetown,1207,73,New Mexico,1307,62,0
1996,139,Georgia Tech,1210,103,Boston College,1130,89,0
1996,139,Kansas,1242,76,Santa Clara,1365,51,0
1996,139,Louisville,1257,68,Villanova,1437,64,0
1996,139,Texas Tech,1403,92,North Carolina,1314,73,0
1996,139,Wake Forest,1448,65,Texas,1400,62,0
1996,143,Georgetown,1207,98,Texas Tech,1403,90,0
1996,143,Kentucky,1246,101,Utah,1428,70,0
1996,143,Massachusetts,1269,79,Arkansas,1116,63,0
1996,143,Wake Forest,1448,60,Louisville,1257,59,0
1996,144,Cincinnati,1153,87,Georgia Tech,1210,70,0
1996,144,Kansas,1242,83,Arizona,1112,80,0
1996,144,Mississippi St.,1280,60,Connecticut,1163,55,0
1996,144,Syracuse,1393,83,Georgia,1208,81,1
1996,145,Kentucky,1246,83,Wake Forest,1448,63,0
1996,145,Massachusetts,1269,86,Georgetown,1207,62,0
1996,146,Mississippi St.,1280,73,Cincinnati,1153,63,0
1996,146,Syracuse,1393,60,Kansas,1242,57,0
1996,152,Kentucky,1246,81,Massachusetts,1269,74,0
1996,152,Syracuse,1393,77,Mississippi St.,1280,69,0
1996,154,Kentucky,1246,76,Syracuse,1393,67,0
1997,136,Arizona,1112,65,South Alabama,1375,57,0
1997,136,Boston College,1130,73,Valparaiso,1434,66,0
1997,136,California,1143,55,Princeton,1343,52,0
1997,136,Cincinnati,1153,86,Butler,1139,69,0
1997,136,Col Charleston,1158,75,Maryland,1268,66,0
1997,136,Colorado,1160,80,Indiana,1231,62,0
1997,136,Iowa,1234,73,Virginia,1438,60,0
1997,136,Iowa St.,1235,69,Illinois St.,1229,57,0
1997,136,Kansas,1242,78,Jackson St.,1238,64,0
1997,136,Kentucky,1246,92,Montana,1285,54,0
1997,136,North Carolina,1314,82,Fairfield,1193,74,0
1997,136,Purdue,1345,83,Rhode Island,1348,76,1
1997,136,Saint Joseph's,1386,75,Pacific,1334,65,0
1997,136,UCLA,1417,109,Charleston So,1149,75,0
1997,136,Villanova,1437,101,LIU Brooklyn,1254,91,0
1997,136,Xavier,1462,80,Vanderbilt,1435,68,0
1997,137,Charlotte,1150,79,Georgetown,1207,67,0
1997,137,Chattanooga,1151,73,Georgia,1208,70,0
1997,137,Clemson,1155,68,Miami OH,1275,56,0
1997,137,Coppin St.,1164,78,South Carolina,1376,65,0
1997,137,Duke,1181,71,Murray St.,1293,68,0
1997,137,Illinois,1228,90,USC,1425,77,0
1997,137,Louisville,1257,65,Massachusetts,1269,57,0
1997,137,Minnesota,1278,78,Texas St.,1402,46,0
1997,137,New Mexico,1307,59,Old Dominion,1330,55,0
1997,137,Providence,1344,81,Marquette,1266,59,0
1997,137,Stanford,1390,80,Oklahoma,1328,67,0
1997,137,Temple,1396,62,Mississippi,1279,40,0
1997,137,Texas,1400,71,Wisconsin,1458,58,0
1997,137,Tulsa,1409,81,Boston Univ,1131,52,0
1997,137,Utah,1428,75,Navy,1298,61,0
1997,137,Wake Forest,1448,68,Saint Mary's,1388,46,0
1997,138,Arizona,1112,73,Col Charleston,1158,69,0
1997,138,California,1143,75,Villanova,1437,68,0
1997,138,Iowa St.,1235,67,Cincinnati,1153,66,0
1997,138,Kansas,1242,75,Purdue,1345,61,0
1997,138,Kentucky,1246,75,Iowa,1234,69,0
1997,138,North Carolina,1314,73,Colorado,1160,56,0
1997,138,Saint Joseph's,1386,81,Boston College,1130,77,1
1997,138,UCLA,1417,96,Xavier,1462,83,0
1997,139,Chattanooga,1151,75,Illinois,1228,63,0
1997,139,Clemson,1155,65,Tulsa,1409,59,0
1997,139,Louisville,1257,64,New Mexico,1307,63,0
1997,139,Minnesota,1278,76,Temple,1396,57,0
1997,139,Providence,1344,98,Duke,1181,87,0
1997,139,Stanford,1390,72,Wake Forest,1448,66,0
1997,139,Texas,1400,82,Coppin St.,1164,81,0
1997,139,Utah,1428,77,Charlotte,1150,58,0
1997,143,Kentucky,1246,83,Saint Joseph's,1386,68,0
1997,143,Minnesota,1278,90,Clemson,1155,84,1
1997,143,UCLA,1417,74,Iowa St.,1235,73,1
1997,143,Utah,1428,82,Stanford,1390,77,1
1997,144,Arizona,1112,85,Kansas,1242,82,0
1997,144,Louisville,1257,78,Texas,1400,63,0
1997,144,North Carolina,1314,63,California,1143,57,0
1997,144,Providence,1344,71,Chattanooga,1151,65,0
1997,145,Kentucky,1246,72,Utah,1428,59,0
1997,145,Minnesota,1278,80,UCLA,1417,72,0
1997,146,Arizona,1112,96,Providence,1344,92,1
1997,146,North Carolina,1314,97,Louisville,1257,74,0
1997,152,Arizona,1112,66,North Carolina,1314,58,0
1997,152,Kentucky,1246,78,Minnesota,1278,69,0
1997,154,Arizona,1112,84,Kentucky,1246,79,1
1998,136,Arizona,1112,99,Nicholls St.,1311,60,0
1998,136,Arkansas,1116,74,Nebraska,1304,65,0
1998,136,Charlotte,1150,77,IL Chicago,1227,62,0
1998,136,Cincinnati,1153,65,Northern Arizona,1319,62,0
1998,136,Connecticut,1163,93,F Dickinson,1192,85,0
1998,136,Illinois,1228,64,South Alabama,1375,51,0
1998,136,Illinois St.,1229,82,Tennessee,1397,81,1
1998,136,Indiana,1231,94,Oklahoma,1328,87,1
1998,136,Maryland,1268,82,Utah St.,1429,68,0
1998,136,Michigan St.,1277,83,E Michigan,1185,71,0
1998,136,North Carolina,1314,88,Navy,1298,52,0
1998,136,Princeton,1343,69,UNLV,1424,57,0
1998,136,Richmond,1350,62,South Carolina,1376,61,0
1998,136,Utah,1428,85,San Francisco,1362,68,0
1998,136,Washington,1449,69,Xavier,1462,68,0
1998,136,West Virginia,1452,82,Temple,1396,52,0
1998,137,Detroit,1178,66,St. John's,1385,64,0
1998,137,Duke,1181,99,Radford,1347,63,0
1998,137,Florida St.,1199,96,TCU,1395,87,0
1998,137,Kansas,1242,110,Prairie View,1341,52,0
1998,137,Kentucky,1246,82,S Carolina St.,1354,67,0
1998,137,Michigan,1276,80,Davidson,1172,61,0
1998,137,New Mexico,1307,79,Butler,1139,62,0
1998,137,Oklahoma St.,1329,74,G Washington,1203,59,0
1998,137,Purdue,1345,95,Delaware,1174,56,0
1998,137,Rhode Island,1348,97,Murray St.,1293,74,0
1998,137,Saint Louis,1387,51,Massachusetts,1269,46,0
1998,137,Stanford,1390,67,Col Charleston,1158,57,0
1998,137,Syracuse,1393,63,Iona,1233,61,0
1998,137,UCLA,1417,65,Miami FL,1274,62,0
1998,137,Valparaiso,1434,70,Mississippi,1279,69,0
1998,137,W Michigan,1444,75,Clemson,1155,72,0
1998,138,Arizona,1112,82,Illinois St.,1229,49,0
1998,138,Connecticut,1163,78,Indiana,1231,68,0
1998,138,Maryland,1268,67,Illinois,1228,61,0
1998,138,Michigan St.,1277,63,Princeton,1343,56,0
1998,138,North Carolina,1314,93,Charlotte,1150,83,1
1998,138,Utah,1428,75,Arkansas,1116,69,0
1998,138,Washington,1449,81,Richmond,1350,66,0
1998,138,West Virginia,1452,75,Cincinnati,1153,74,0
1998,139,Duke,1181,79,Oklahoma St.,1329,73,0
1998,139,Kentucky,1246,88,Saint Louis,1387,61,0
1998,139,Purdue,1345,80,Detroit,1178,65,0
1998,139,Rhode Island,1348,80,Kansas,1242,75,0
1998,139,Stanford,1390,83,W Michigan,1444,65,0
1998,139,Syracuse,1393,56,New Mexico,1307,46,0
1998,139,UCLA,1417,85,Michigan,1276,82,0
1998,139,Valparaiso,1434,83,Florida St.,1199,77,1
1998,143,Arizona,1112,87,Maryland,1268,79,0
1998,143,Connecticut,1163,75,Washington,1449,74,0
1998,143,North Carolina,1314,73,Michigan St.,1277,58,0
1998,143,Utah,1428,65,West Virginia,1452,62,0
1998,144,Duke,1181,80,Syracuse,1393,67,0
1998,144,Kentucky,1246,94,UCLA,1417,68,0
1998,144,Rhode Island,1348,74,Valparaiso,1434,68,0
1998,144,Stanford,1390,67,Purdue,1345,59,0
1998,145,North Carolina,1314,75,Connecticut,1163,64,0
1998,145,Utah,1428,76,Arizona,1112,51,0
1998,146,Kentucky,1246,86,Duke,1181,84,0
1998,146,Stanford,1390,79,Rhode Island,1348,77,0
1998,152,Kentucky,1246,86,Stanford,1390,85,1
1998,152,Utah,1428,65,North Carolina,1314,59,0
1998,154,Kentucky,1246,78,Utah,1428,69,0
1999,136,Arkansas,1116,94,Siena,1373,80,0
1999,136,Auburn,1120,80,Winthrop,1457,41,0
1999,136,Connecticut,1163,91,UT San Antonio,1427,66,0
1999,136,Creighton,1166,62,Louisville,1257,58,0
1999,136,Detroit,1178,56,UCLA,1417,53,0
1999,136,Florida,1196,75,Penn,1335,61,0
1999,136,Gonzaga,1211,75,Minnesota,1278,63,0
1999,136,Indiana,1231,108,G Washington,1203,88,0
1999,136,Iowa,1234,77,UAB,1412,64,0
1999,136,Maryland,1268,82,Valparaiso,1434,60,0
1999,136,New Mexico,1307,61,Missouri,1281,59,0
1999,136,Ohio St.,1326,72,Murray St.,1293,58,0
1999,136,Oklahoma St.,1329,69,Syracuse,1393,61,0
1999,136,St. John's,1385,69,Samford,1359,43,0
1999,136,Stanford,1390,69,Alcorn St.,1108,57,0
1999,136,Weber St.,1451,76,North Carolina,1314,74,0
1999,137,Charlotte,1150,81,Rhode Island,1348,70,1
1999,137,Cincinnati,1153,72,George Mason,1206,48,0
1999,137,Duke,1181,99,Florida A&M,1197,58,0
1999,137,Kansas,1242,95,Evansville,1191,74,0
1999,137,Kentucky,1246,82,New Mexico St.,1308,60,0
1999,137,Miami FL,1274,75,Lafayette,1248,54,0
1999,137,Miami OH,1275,59,Washington,1449,58,0
1999,137,Michigan St.,1277,76,Mt St. Mary's,1291,53,0
1999,137,Mississippi,1279,72,Villanova,1437,70,0
1999,137,Missouri St.,1283,43,Wisconsin,1458,32,0
1999,137,Oklahoma,1328,61,Arizona,1112,60,0
1999,137,Purdue,1345,58,Texas,1400,54,0
1999,137,Temple,1396,61,Kent,1245,54,0
1999,137,Tennessee,1397,62,Delaware,1174,52,0
1999,137,Tulsa,1409,62,Col Charleston,1158,53,0
1999,137,Utah,1428,80,Arkansas St.,1117,58,0
1999,138,Auburn,1120,81,Oklahoma St.,1329,74,0
1999,138,Connecticut,1163,78,New Mexico,1307,56,0
1999,138,Florida,1196,82,Weber St.,1451,74,1
1999,138,Gonzaga,1211,82,Stanford,1390,74,0
1999,138,Iowa,1234,82,Arkansas,1116,72,0
1999,138,Maryland,1268,75,Creighton,1166,63,0
1999,138,Ohio St.,1326,75,Detroit,1178,44,0
1999,138,St. John's,1385,86,Indiana,1231,61,0
1999,139,Duke,1181,97,Tulsa,1409,56,0
1999,139,Kentucky,1246,92,Kansas,1242,88,1
1999,139,Miami OH,1275,66,Utah,1428,58,0
1999,139,Michigan St.,1277,74,Mississippi,1279,66,0
1999,139,Missouri St.,1283,81,Tennessee,1397,51,0
1999,139,Oklahoma,1328,85,Charlotte,1150,72,0
1999,139,Purdue,1345,73,Miami FL,1274,63,0
1999,139,Temple,1396,64,Cincinnati,1153,54,0
1999,143,Connecticut,1163,78,Iowa,1234,68,0
1999,143,Gonzaga,1211,73,Florida,1196,72,0
1999,143,Ohio St.,1326,72,Auburn,1120,64,0
1999,143,St. John's,1385,76,Maryland,1268,62,0
1999,144,Duke,1181,78,Missouri St.,1283,61,0
1999,144,Kentucky,1246,58,Miami OH,1275,43,0
1999,144,Michigan St.,1277,54,Oklahoma,1328,46,0
1999,144,Temple,1396,77,Purdue,1345,55,0
1999,145,Connecticut,1163,67,Gonzaga,1211,62,0
1999,145,Ohio St.,1326,77,St. John's,1385,74,0
1999,146,Duke,1181,85,Temple,1396,64,0
1999,146,Michigan St.,1277,73,Kentucky,1246,66,0
1999,152,Connecticut,1163,64,Ohio St.,1326,58,0
1999,152,Duke,1181,68,Michigan St.,1277,62,0
1999,154,Connecticut,1163,77,Duke,1181,74,0
2000,136,Arizona,1112,71,Jackson St.,1238,47,0
2000,136,Auburn,1120,72,Creighton,1166,69,0
2000,136,Gonzaga,1211,77,Louisville,1257,66,0
2000,136,Iowa St.,1235,88,Central Conn,1148,78,0
2000,136,Kentucky,1246,85,St. Bonaventure,1382,80,2
2000,136,LSU,1261,64,SE Missouri St.,1369,61,0
2000,136,Maryland,1268,74,Iona,1233,59,0
2000,136,Michigan St.,1277,65,Valparaiso,1434,38,0
2000,136,Oklahoma,1328,74,Winthrop,1457,50,0
2000,136,Purdue,1345,62,Dayton,1173,61,0
2000,136,St. John's,1385,61,Northern Arizona,1319,56,0
2000,136,Syracuse,1393,79,Samford,1359,65,0
2000,136,Texas,1400,77,Indiana St.,1232,61,0
2000,136,UCLA,1417,65,Ball St.,1123,57,0
2000,136,Utah,1428,48,Saint Louis,1387,45,0
2000,136,Wisconsin,1458,66,Fresno St.,1201,56,0
2000,137,Cincinnati,1153,64,UNC Wilmington,1423,47,0
2000,137,Connecticut,1163,75,Utah St.,1429,67,0
2000,137,Duke,1181,82,Lamar,1249,55,0
2000,137,Florida,1196,69,Butler,1139,68,1
2000,137,Illinois,1228,68,Penn,1335,58,0
2000,137,Kansas,1242,81,DePaul,1177,77,1
2000,137,Miami FL,1274,75,Arkansas,1116,71,0
2000,137,North Carolina,1314,84,Missouri,1281,70,0
2000,137,Ohio St.,1326,87,Appalachian St.,1111,61,0
2000,137,Oklahoma St.,1329,86,Hofstra,1220,66,0
2000,137,Pepperdine,1337,77,Indiana,1231,57,0
2000,137,Seton Hall,1371,72,Oregon,1332,71,1
2000,137,Stanford,1390,84,S Carolina St.,1354,65,0
2000,137,Temple,1396,73,Lafayette,1248,47,0
2000,137,Tennessee,1397,63,Louisiana,1418,58,0
2000,137,Tulsa,1409,89,UNLV,1424,62,0
2000,138,Gonzaga,1211,82,St. John's,1385,76,0
2000,138,Iowa St.,1235,79,Auburn,1120,60,0
2000,138,LSU,1261,72,Texas,1400,67,0
2000,138,Michigan St.,1277,73,Utah,1428,61,0
2000,138,Purdue,1345,66,Oklahoma,1328,62,0
2000,138,Syracuse,1393,52,Kentucky,1246,50,0
